152,0,0,inf,0.06,0.00
153,0,0,0.19,0.06,0.15
154,0,0,0.15,0.04,0.15
155,0,0,0.15,0.04,0.15
156,0,0,0.17,0.05,0.15
157,0,0,0.16,0.05,0.15
158,0,0,0.14,0.04,0.16
159,250.08,50.12,0.16,0.05,0.15
160,0,0,0.15,0.04,0.15
161,0,0,0.15,0.05,0.16
162,0,0,0.15,0.04,0.15
163,0,0,0.14,0.04,0.16
164,0,0,0.14,0.04,0.16
165,0,0,0.17,0.05,0.15
166,0,0,0.14,0.04,0.16
167,0,0,0.14,0.04,0.16
168,0,0,0.16,0.05,0.15
169,250.12,50.09,0.19,0.06,0.16
170,0,0,0.16,0.05,0.16
171,0,0,0.16,0.05,0.16
172,0,0,0.16,0.05,0.15
173,0,0,0.17,0.05,0.15
174,0,0,0.17,0.05,0.15
175,0,0,0.16,0.05,0.15
