Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance Direct_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar Upward_reflctd_radiation
.3240E+03 .7817E+00 .6607E-01 .8678E-01 .1094E+00 .2260E-01 .6607E-01 .6021E-01 .1263E+00 .6607E-01 .8678E-01 .5911E-02
.3245E+03 .8269E+00 .6704E-01 .8653E-01 .1095E+00 .2293E-01 .6704E-01 .6007E-01 .1271E+00 .6704E-01 .8653E-01 .5986E-02
.3250E+03 .7845E+00 .5811E-01 .7399E-01 .9387E-01 .1988E-01 .5811E-01 .5139E-01 .1095E+00 .5811E-01 .7399E-01 .5192E-02
.3255E+03 .9417E+00 .7602E-01 .9560E-01 .1216E+00 .2600E-01 .7602E-01 .6644E-01 .1425E+00 .7602E-01 .9560E-01 .6803E-02
.3260E+03 .1053E+01 .9499E-01 .1186E+00 .1511E+00 .3249E-01 .9499E-01 .8247E-01 .1775E+00 .9499E-01 .1186E+00 .8547E-02
.3265E+03 .9975E+00 .9683E-01 .1207E+00 .1538E+00 .3312E-01 .9683E-01 .8396E-01 .1808E+00 .9683E-01 .1207E+00 .8802E-02
.3270E+03 .1010E+01 .9719E-01 .1189E+00 .1522E+00 .3324E-01 .9719E-01 .8278E-01 .1800E+00 .9719E-01 .1189E+00 .8816E-02
.3275E+03 .9966E+00 .9443E-01 .1135E+00 .1458E+00 .3230E-01 .9443E-01 .7903E-01 .1735E+00 .9443E-01 .1135E+00 .8549E-02
.3280E+03 .9535E+00 .8347E-01 .9835E-01 .1269E+00 .2855E-01 .8347E-01 .6853E-01 .1520E+00 .8347E-01 .9835E-01 .7532E-02
.3285E+03 .9138E+00 .9045E-01 .1063E+00 .1372E+00 .3094E-01 .9045E-01 .7409E-01 .1645E+00 .9045E-01 .1063E+00 .8232E-02
.3290E+03 .1025E+01 .1100E+00 .1302E+00 .1678E+00 .3763E-01 .1100E+00 .9077E-01 .2008E+00 .1100E+00 .1302E+00 .1017E-01
.3295E+03 .1140E+01 .1260E+00 .1483E+00 .1914E+00 .4308E-01 .1260E+00 .1035E+00 .2295E+00 .1260E+00 .1483E+00 .1172E-01
.3300E+03 .1163E+01 .1282E+00 .1481E+00 .1920E+00 .4385E-01 .1282E+00 .1034E+00 .2316E+00 .1282E+00 .1481E+00 .1189E-01
.3305E+03 .9731E+00 .1031E+00 .1158E+00 .1511E+00 .3528E-01 .1031E+00 .8091E-01 .1841E+00 .1031E+00 .1158E+00 .9465E-02
.3310E+03 .1006E+01 .1058E+00 .1169E+00 .1531E+00 .3620E-01 .1058E+00 .8170E-01 .1875E+00 .1058E+00 .1169E+00 .9695E-02
.3315E+03 .9821E+00 .1092E+00 .1203E+00 .1577E+00 .3736E-01 .1092E+00 .8414E-01 .1934E+00 .1092E+00 .1203E+00 .1009E-01
.3320E+03 .1007E+01 .1195E+00 .1326E+00 .1734E+00 .4088E-01 .1195E+00 .9272E-01 .2122E+00 .1195E+00 .1326E+00 .1120E-01
.3325E+03 .9727E+00 .1192E+00 .1321E+00 .1728E+00 .4077E-01 .1192E+00 .9243E-01 .2116E+00 .1192E+00 .1321E+00 .1128E-01
.3330E+03 .9796E+00 .1199E+00 .1305E+00 .1715E+00 .4102E-01 .1199E+00 .9135E-01 .2113E+00 .1199E+00 .1305E+00 .1131E-01
.3335E+03 .9170E+00 .1093E+00 .1157E+00 .1531E+00 .3739E-01 .1093E+00 .8109E-01 .1904E+00 .1093E+00 .1157E+00 .1021E-01
.3340E+03 .9423E+00 .1130E+00 .1180E+00 .1566E+00 .3866E-01 .1130E+00 .8272E-01 .1958E+00 .1130E+00 .1180E+00 .1056E-01
.3345E+03 .1041E+01 .1319E+00 .1384E+00 .1835E+00 .4510E-01 .1319E+00 .9705E-01 .2289E+00 .1319E+00 .1384E+00 .1248E-01
.3350E+03 .9543E+00 .1249E+00 .1311E+00 .1738E+00 .4271E-01 .1249E+00 .9200E-01 .2169E+00 .1249E+00 .1311E+00 .1193E-01
.3355E+03 .1073E+01 .1435E+00 .1527E+00 .2018E+00 .4907E-01 .1435E+00 .1072E+00 .2507E+00 .1435E+00 .1527E+00 .1397E-01
