785,0.940,0.442,1.063,0.025,0.010,0.007
788,0.935,0.440,1.062,0.005,0.003,0.006
790,0.935,0.440,1.063,0.005,0.004,0.005
El: -62.78
792,0.934,0.440,1.061,0.004,0.003,0.005
794,0.924,0.435,1.064,0.011,0.006,0.006
796,0.909,0.429,1.059,0.026,0.011,0.006
798,0.845,0.398,1.062,0.065,0.032,0.007
800,0.845,0.398,1.063,0.006,0.004,0.007
El: -62.76
802,0.845,0.400,1.056,0.002,0.003,0.008
804,0.844,0.398,1.061,0.003,0.004,0.009
806,0.845,0.397,1.063,0.006,0.003,0.007
808,0.846,0.399,1.060,0.003,0.003,0.007
810,0.845,0.398,1.061,0.003,0.003,0.006
El: -62.74
812,0.844,0.398,1.061,0.014,0.006,0.009
814,0.850,0.401,1.060,0.007,0.004,0.004
816,0.871,0.410,1.062,0.024,0.011,0.005
818,0.882,0.415,1.063,0.011,0.005,0.006
820,0.957,0.451,1.062,0.111,0.052,0.006
El: -62.72
822,1.027,0.482,1.066,0.073,0.033,0.007
824,1.164,0.550,1.058,0.148,0.074,0.009
826,1.274,0.603,1.057,0.110,0.053,0.004
828,1.276,0.602,1.060,0.002,0.002,0.004
830,1.277,0.603,1.059,0.002,0.002,0.005
El: -62.70
833,1.280,0.604,1.059,0.007,0.004,0.003
835,1.280,0.606,1.056,0.005,0.004,0.004
837,1.282,0.606,1.058,0.004,0.001,0.003
839,1.285,0.607,1.059,0.003,0.002,0.003
841,1.286,0.607,1.060,0.002,0.001,0.003
El: -62.68
843,1.288,0.609,1.058,0.003,0.003,0.005
845,1.290,0.609,1.059,0.002,0.002,0.004
847,1.290,0.610,1.057,0.002,0.002,0.003
849,1.290,0.610,1.058,0.002,0.002,0.004
851,1.291,0.611,1.057,0.002,0.001,0.002
El: -62.66
853,1.294,0.611,1.058,0.004,0.002,0.003
855,1.296,0.612,1.058,0.002,0.002,0.004
857,1.298,0.613,1.058,0.003,0.003,0.004
859,1.299,0.614,1.057,0.002,0.002,0.004
El: -62.65
861,1.301,0.616,1.056,0.003,0.001,0.002
863,1.304,0.616,1.058,0.003,0.002,0.004
865,1.304,0.616,1.058,0.002,0.002,0.003
867,1.305,0.616,1.058,0.002,0.002,0.004
869,1.305,0.617,1.057,0.001,0.002,0.004
El: -62.63
871,1.305,0.617,1.058,0.001,0.002,0.003
873,1.305,0.616,1.059,0.002,0.001,0.002
875,1.303,0.616,1.058,0.003,0.002,0.003
877,1.304,0.616,1.059,0.002,0.001,0.003
880,1.303,0.615,1.059,0.002,0.001,0.003
El: -62.61
882,1.304,0.616,1.059,0.002,0.001,0.003
884,1.301,0.615,1.058,0.004,0.002,0.003
886,1.300,0.615,1.057,0.001,0.002,0.003
888,1.300,0.615,1.057,0.002,0.002,0.004
890,1.298,0.615,1.055,0.003,0.002,0.004
El: -62.59
892,1.296,0.613,1.058,0.002,0.003,0.005
894,1.296,0.614,1.056,0.002,0.003,0.005
896,1.297,0.614,1.056,0.002,0.002,0.005
898,1.296,0.614,1.056,0.002,0.002,0.005
900,1.297,0.615,1.055,0.003,0.002,0.004
El: -62.57
902,1.298,0.615,1.056,0.003,0.002,0.005
904,1.300,0.616,1.056,0.002,0.001,0.002
906,1.302,0.616,1.056,0.003,0.001,0.003
908,1.303,0.616,1.058,0.003,0.000,0.003
910,1.304,0.616,1.058,0.002,0.002,0.003
El: -62.55
912,1.304,0.617,1.057,0.002,0.002,0.003
914,1.305,0.617,1.057,0.001,0.002,0.004
916,1.306,0.618,1.056,0.002,0.003,0.005
918,1.307,0.618,1.058,0.003,0.002,0.005
