COLUMN_1 COLUMN_2 COLUMN_3 COLUMN_4 COLUMN_5 COLUMN_6 COLUMN_7 COLUMN_8 COLUMN_9 COLUMN_10 COLUMN_11 COLUMN_12
402.260 1.51135E-23 1.39908E-23 1.44464E-23 1.34354E-23 1.39540E-23 1.32132E-23 1.39008E-23 1.19706E-23 1.05462E-23 9.98176E-24 8.69473E-24
402.270 1.52446E-23 1.40164E-23 1.44871E-23 1.35009E-23 1.39404E-23 1.31464E-23 1.38764E-23 1.19837E-23 1.06312E-23 1.01032E-23 8.57168E-24
402.280 1.53947E-23 1.40385E-23 1.43723E-23 1.35446E-23 1.39731E-23 1.30968E-23 1.38410E-23 1.19861E-23 1.06973E-23 1.01914E-23 8.46475E-24
402.290 1.55261E-23 1.40560E-23 1.43634E-23 1.35507E-23 1.39816E-23 1.33338E-23 1.38016E-23 1.19801E-23 1.07387E-23 1.02440E-23 8.43684E-24
402.300 1.56050E-23 1.40683E-23 1.45094E-23 1.35391E-23 1.39678E-23 1.33630E-23 1.37634E-23 1.19682E-23 1.07538E-23 1.02919E-23 8.50503E-24
402.310 1.56091E-23 1.40749E-23 1.45582E-23 1.35566E-23 1.39864E-23 1.35619E-23 1.37288E-23 1.19528E-23 1.07449E-23 1.03469E-23 8.65376E-24
402.320 1.55330E-23 1.40752E-23 1.45456E-23 1.35723E-23 1.40319E-23 1.37239E-23 1.36964E-23 1.19356E-23 1.07174E-23 1.04166E-23 8.83757E-24
402.330 1.53893E-23 1.40692E-23 1.46764E-23 1.35353E-23 1.40696E-23 1.33665E-23 1.36624E-23 1.19181E-23 1.06782E-23 1.05329E-23 9.01080E-24
402.340 1.52054E-23 1.40568E-23 1.48836E-23 1.34796E-23 1.40791E-23 1.33479E-23 1.36221E-23 1.19012E-23 1.06342E-23 1.07004E-23 9.14779E-24
402.350 1.50172E-23 1.40381E-23 1.49285E-23 1.34349E-23 1.40845E-23 1.38656E-23 1.35719E-23 1.18859E-23 1.05917E-23 1.08254E-23 9.23330E-24
402.360 1.48604E-23 1.40135E-23 1.48398E-23 1.34032E-23 1.40759E-23 1.38185E-23 1.35110E-23 1.18734E-23 1.05548E-23 1.07777E-23 9.27113E-24
402.370 1.47624E-23 1.39836E-23 1.49012E-23 1.33941E-23 1.40421E-23 1.33862E-23 1.34423E-23 1.18649E-23 1.05259E-23 1.05580E-23 9.26603E-24
402.380 1.47366E-23 1.39489E-23 1.49204E-23 1.34110E-23 1.40291E-23 1.31387E-23 1.33715E-23 1.18618E-23 1.05050E-23 1.03342E-23 9.22296E-24
402.390 1.47803E-23 1.39103E-23 1.49797E-23 1.34320E-23 1.40263E-23 1.31024E-23 1.33062E-23 1.18651E-23 1.04904E-23 1.02390E-23 9.15237E-24
402.400 1.48760E-23 1.38687E-23 1.49687E-23 1.34584E-23 1.39896E-23 1.31875E-23 1.32538E-23 1.18754E-23 1.04794E-23 1.01847E-23 9.06628E-24
402.410 1.49970E-23 1.38252E-23 1.48657E-23 1.34862E-23 1.39749E-23 1.30664E-23 1.32189E-23 1.18928E-23 1.04686E-23 9.98835E-24 8.97054E-24
402.420 1.51141E-23 1.37810E-23 1.48356E-23 1.34973E-23 1.39880E-23 1.28769E-23 1.32021E-23 1.19169E-23 1.04554E-23 9.67404E-24 8.86198E-24
402.430 1.52027E-23 1.37371E-23 1.48621E-23 1.35199E-23 1.40236E-23 1.28667E-23 1.31994E-23 1.19472E-23 1.04378E-23 9.51644E-24 8.73491E-24
402.440 1.52475E-23 1.36949E-23 1.49245E-23 1.35525E-23 1.40652E-23 1.28175E-23 1.32035E-23 1.19836E-23 1.04157E-23 9.71157E-24 8.58920E-24
402.450 1.52449E-23 1.36556E-23 1.50231E-23 1.35885E-23 1.40564E-23 1.30787E-23 1.32050E-23 1.20267E-23 1.03909E-23 1.00968E-23 8.44030E-24
402.460 1.52025E-23 1.36204E-23 1.50566E-23 1.36529E-23 1.40225E-23 1.32262E-23 1.31951E-23 1.20774E-23 1.03669E-23 1.03136E-23 8.32490E-24
402.470 1.51348E-23 1.35904E-23 1.49756E-23 1.37351E-23 1.40149E-23 1.30511E-23 1.31678E-23 1.21371E-23 1.03487E-23 1.02162E-23 8.27716E-24
402.480 1.50594E-23 1.35666E-23 1.49222E-23 1.37988E-23 1.40469E-23 1.33632E-23 1.31215E-23 1.22065E-23 1.03421E-23 1.00041E-23 8.31746E-24
402.490 1.49918E-23 1.35499E-23 1.49653E-23 1.38411E-23 1.41108E-23 1.36349E-23 1.30594E-23 1.22852E-23 1.03523E-23 9.94056E-24 8.43661E-24
402.500 1.49426E-23 1.35410E-23 1.49805E-23 1.38706E-23 1.41643E-23 1.35820E-23 1.29884E-23 1.23703E-23 1.03834E-23 1.00495E-23 8.58281E-24
402.510 1.49162E-23 1.35403E-23 1.50841E-23 1.39197E-23 1.41616E-23 1.36909E-23 1.29179E-23 1.24566E-23 1.04369E-23 1.01441E-23 8.70695E-24
402.520 1.49114E-23 1.35481E-23 1.52543E-23 1.39789E-23 1.41265E-23 1.36419E-23 1.28568E-23 1.25365E-23 1.05109E-23 1.00772E-23 8.76903E-24
402.530 1.49241E-23 1.35642E-23 1.51556E-23 1.40415E-23 1.40932E-23 1.36757E-23 1.28125E-23 1.26007E-23 1.06006E-23 9.88845E-24 8.77449E-24
402.540 1.49494E-23 1.35884E-23 1.51508E-23 1.41401E-23 1.41053E-23 1.40062E-23 1.27883E-23 1.26403E-23 1.06980E-23 9.74685E-24 8.75615E-24
402.550 1.49840E-23 1.36201E-23 1.52025E-23 1.42344E-23 1.41521E-23 1.40657E-23 1.27841E-23 1.26484E-23 1.07936E-23 9.81793E-24 8.75235E-24
402.560 1.50268E-23 1.36583E-23 1.53437E-23 1.42440E-23 1.41771E-23 1.37233E-23 1.27962E-23 1.26217E-23 1.08776E-23 1.01581E-23 8.78475E-24
402.570 1.50782E-23 1.37021E-23 1.52552E-23 1.42258E-23 1.41598E-23 1.35021E-23 1.28187E-23 1.25620E-23 1.09417E-23 1.06551E-23 8.83717E-24
402.580 1.51391E-23 1.37501E-23 1.51297E-23 1.42117E-23 1.41760E-23 1.35429E-23 1.28455E-23 1.24766E-23 1.09804E-23 1.10646E-23 8.87848E-24
402.590 1.52086E-23 1.38009E-23 1.52887E-23 1.41688E-23 1.42175E-23 1.35321E-23 1.28710E-23 1.23774E-23 1.09925E-23 1.11748E-23 8.87347E-24
402.600 1.52832E-23 1.38531E-23 1.53506E-23 1.40860E-23 1.42173E-23 1.34650E-23 1.28916E-23 1.22791E-23 1.09810E-23 1.09676E-23 8.82085E-24
402.610 1.53566E-23 1.39052E-23 1.52958E-23 1.40307E-23 1.41806E-23 1.34596E-23 1.29056E-23 1.21969E-23 1.09529E-23 1.06033E-23 8.73995E-24
402.620 1.54209E-23 1.39558E-23 1.52862E-23 1.40352E-23 1.41327E-23 1.35088E-23 1.29128E-23 1.21438E-23 1.09176E-23 1.02610E-23 8.65960E-24
402.630 1.54686E-23 1.40036E-23 1.51825E-23 1.40437E-23 1.41277E-23 1.36046E-23 1.29138E-23 1.21281E-23 1.08855E-23 1.00410E-23 8.60124E-24
402.640 1.54947E-23 1.40474E-23 1.53676E-23 1.40388E-23 1.41437E-23 1.38027E-23 1.29093E-23 1.21517E-23 1.08660E-23 9.99507E-24 8.56694E-24
402.650 1.54984E-23 1.40865E-23 1.54008E-23 1.40538E-23 1.41679E-23 1.40297E-23 1.28996E-23 1.22102E-23 1.08658E-23 1.01380E-23 8.55401E-24
402.660 1.54835E-23 1.41202E-23 1.53395E-23 1.40357E-23 1.41418E-23 1.39570E-23 1.28845E-23 1.22936E-23 1.08878E-23 1.03754E-23 8.56825E-24
402.670 1.54574E-23 1.41482E-23 1.53769E-23 1.40109E-23 1.41099E-23 1.38228E-23 1.28640E-23 1.23882E-23 1.09310E-23 1.05049E-23 8.62101E-24
402.680 1.54289E-23 1.41705E-23 1.54846E-23 1.39954E-23 1.41060E-23 1.37784E-23 1.28383E-23 1.24795E-23 1.09902E-23 1.03925E-23 8.72099E-24
402.690 1.54058E-23 1.41875E-23 1.52444E-23 1.39849E-23 1.40900E-23 1.38124E-23 1.28095E-23 1.25548E-23 1.10579E-23 1.01336E-23 8.86009E-24
402.700 1.53923E-23 1.41996E-23 1.53184E-23 1.39695E-23 1.40672E-23 1.38883E-23 1.27809E-23 1.26057E-23 1.11251E-23 9.96514E-24 8.99752E-24
402.710 1.53878E-23 1.42076E-23 1.52954E-23 1.39692E-23 1.40552E-23 1.36058E-23 1.27579E-23 1.26289E-23 1.11833E-23 1.00152E-23 9.09213E-24
402.720 1.53875E-23 1.42124E-23 1.54284E-23 1.39700E-23 1.40493E-23 1.34908E-23 1.27466E-23 1.26265E-23 1.12252E-23 1.01962E-23 9.11658E-24
402.730 1.53842E-23 1.42150E-23 1.54060E-23 1.39899E-23 1.40376E-23 1.39329E-23 1.27533E-23 1.26051E-23 1.12465E-23 1.03398E-23 9.07605E-24
402.740 1.53707E-23 1.42166E-23 1.53295E-23 1.40478E-23 1.40687E-23 1.39470E-23 1.27833E-23 1.25733E-23 1.12460E-23 1.03681E-23 9.00253E-24
402.750 1.53428E-23 1.42179E-23 1.54606E-23 1.40773E-23 1.41170E-23 1.36441E-23 1.28396E-23 1.25403E-23 1.12252E-23 1.03110E-23 8.91765E-24
402.760 1.53011E-23 1.42201E-23 1.57719E-23 1.40434E-23 1.41865E-23 1.35171E-23 1.29223E-23 1.25130E-23 1.11889E-23 1.02230E-23 8.82361E-24
402.770 1.52516E-23 1.42237E-23 1.58605E-23 1.40092E-23 1.42169E-23 1.35072E-23 1.30285E-23 1.24954E-23 1.11436E-23 1.01331E-23 8.71200E-24
402.780 1.52043E-23 1.42293E-23 1.56601E-23 1.40113E-23 1.42251E-23 1.37554E-23 1.31524E-23 1.24876E-23 1.10970E-23 1.00470E-23 8.58917E-24
402.790 1.51711E-23 1.42371E-23 1.55393E-23 1.40309E-23 1.42001E-23 1.40220E-23 1.32861E-23 1.24868E-23 1.10571E-23 9.96285E-24 8.49235E-24
402.800 1.51618E-23 1.42471E-23 1.57729E-23 1.40234E-23 1.42019E-23 1.40582E-23 1.34206E-23 1.24881E-23 1.10309E-23 9.89772E-24 8.47677E-24
402.810 1.51816E-23 1.42593E-23 1.56022E-23 1.40533E-23 1.42369E-23 1.41016E-23 1.35467E-23 1.24864E-23 1.10237E-23 9.90799E-24 8.55848E-24
402.820 1.52291E-23 1.42731E-23 1.56081E-23 1.41446E-23 1.42838E-23 1.43501E-23 1.36561E-23 1.24775E-23 1.10379E-23 1.00438E-23 8.70131E-24
402.830 1.52963E-23 1.42879E-23 1.57765E-23 1.41874E-23 1.43104E-23 1.43358E-23 1.37421E-23 1.24597E-23 1.10727E-23 1.02616E-23 8.80256E-24
402.840 1.53697E-23 1.43029E-23 1.57501E-23 1.41348E-23 1.42972E-23 1.39395E-23 1.38001E-23 1.24330E-23 1.11235E-23 1.04306E-23 8.77557E-24
402.850 1.54340E-23 1.43175E-23 1.56773E-23 1.41160E-23 1.42610E-23 1.38409E-23 1.38279E-23 1.23997E-23 1.11825E-23 1.04707E-23 8.60443E-24
402.860 1.54751E-23 1.43307E-23 1.58448E-23 1.41395E-23 1.42789E-23 1.40286E-23 1.38261E-23 1.23626E-23 1.12394E-23 1.04425E-23 8.36234E-24
402.870 1.54835E-23 1.43418E-23 1.59584E-23 1.41312E-23 1.42814E-23 1.38796E-23 1.37977E-23 1.23246E-23 1.12833E-23 1.04466E-23 8.19560E-24
402.880 1.54567E-23 1.43502E-23 1.58654E-23 1.41918E-23 1.42642E-23 1.35041E-23 1.37480E-23 1.22876E-23 1.13040E-23 1.04754E-23 8.19490E-24
402.890 1.53994E-23 1.43553E-23 1.59640E-23 1.42445E-23 1.42381E-23 1.35133E-23 1.36841E-23 1.22518E-23 1.12946E-23 1.04421E-23 8.36978E-24
402.900 1.53229E-23 1.43569E-23 1.59566E-23 1.42691E-23 1.42480E-23 1.39577E-23 1.36142E-23 1.22169E-23 1.12529E-23 1.03315E-23 8.61096E-24
402.910 1.52418E-23 1.43548E-23 1.57728E-23 1.42628E-23 1.42783E-23 1.38174E-23 1.35467E-23 1.21819E-23 1.11821E-23 1.02231E-23 8.78713E-24
402.920 1.51714E-23 1.43493E-23 1.58145E-23 1.42585E-23 1.42999E-23 1.35847E-23 1.34891E-23 1.21465E-23 1.10911E-23 1.01585E-23 8.83002E-24
402.930 1.51244E-23 1.43405E-23 1.57168E-23 1.42864E-23 1.42992E-23 1.41473E-23 1.34472E-23 1.21117E-23 1.09927E-23 1.00938E-23 8.75971E-24
402.940 1.51083E-23 1.43291E-23 1.57879E-23 1.43053E-23 1.42690E-23 1.41135E-23 1.34244E-23 1.20798E-23 1.09019E-23 1.00226E-23 8.68762E-24
402.950 1.51240E-23 1.43156E-23 1.57913E-23 1.43747E-23 1.42449E-23 1.38235E-23 1.34213E-23 1.20543E-23 1.08329E-23 1.00362E-23 8.69022E-24
402.960 1.51659E-23 1.43009E-23 1.59043E-23 1.44233E-23 1.41888E-23 1.41200E-23 1.34358E-23 1.20389E-23 1.07966E-23 1.01750E-23 8.78232E-24
402.970 1.52231E-23 1.42857E-23 1.59381E-23 1.44561E-23 1.41272E-23 1.40609E-23 1.34637E-23 1.20362E-23 1.07983E-23 1.02994E-23 8.88287E-24
402.980 1.52818E-23 1.42707E-23 1.57832E-23 1.45118E-23 1.41259E-23 1.38647E-23 1.34994E-23 1.20465E-23 1.08370E-23 1.02261E-23 8.90631E-24
402.990 1.53274E-23 1.42567E-23 1.58528E-23 1.45777E-23 1.41349E-23 1.39450E-23 1.35373E-23 1.20678E-23 1.09057E-23 9.96536E-24 8.81142E-24
403.000 1.53478E-23 1.42443E-23 1.57010E-23 1.46308E-23 1.41608E-23 1.39889E-23 1.35726E-23 1.20955E-23 1.09930E-23 9.71658E-24 8.64264E-24
403.010 1.53356E-23 1.42339E-23 1.57651E-23 1.46691E-23 1.42045E-23 1.40048E-23 1.36019E-23 1.21239E-23 1.10855E-23 9.63879E-24 8.49792E-24
403.020 1.52895E-23 1.42257E-23 1.57709E-23 1.46879E-23 1.42240E-23 1.41089E-23 1.36238E-23 1.21473E-23 1.11707E-23 9.73084E-24 8.44683E-24
403.030 1.52157E-23 1.42200E-23 1.57631E-23 1.46961E-23 1.42177E-23 1.40858E-23 1.36389E-23 1.21621E-23 1.12388E-23 9.93383E-24 8.50936E-24
403.040 1.51266E-23 1.42165E-23 1.57304E-23 1.47113E-23 1.41953E-23 1.37395E-23 1.36494E-23 1.21678E-23 1.12842E-23 1.02165E-23 8.61331E-24
403.050 1.50402E-23 1.42152E-23 1.55848E-23 1.47560E-23 1.41342E-23 1.37643E-23 1.36581E-23 1.21671E-23 1.13058E-23 1.05055E-23 8.68517E-24
403.060 1.49772E-23 1.42156E-23 1.55210E-23 1.47945E-23 1.40970E-23 1.42708E-23 1.36683E-23 1.21657E-23 1.13059E-23 1.06534E-23 8.67191E-24
403.070 1.49574E-23 1.42173E-23 1.56661E-23 1.47945E-23 1.41529E-23 1.43316E-23 1.36829E-23 1.21702E-23 1.12886E-23 1.05820E-23 8.58390E-24
403.080 1.49964E-23 1.42198E-23 1.57801E-23 1.47761E-23 1.42231E-23 1.42107E-23 1.37036E-23 1.21864E-23 1.12584E-23 1.03999E-23 8.46940E-24
403.090 1.51020E-23 1.42228E-23 1.57661E-23 1.47644E-23 1.42541E-23 1.41144E-23 1.37311E-23 1.22171E-23 1.12182E-23 1.02819E-23 8.37373E-24
403.100 1.52715E-23 1.42257E-23 1.56436E-23 1.47189E-23 1.42496E-23 1.39246E-23 1.37644E-23 1.22607E-23 1.11696E-23 1.02700E-23 8.32125E-24
403.110 1.54916E-23 1.42283E-23 1.56974E-23 1.46474E-23 1.42152E-23 1.39735E-23 1.38016E-23 1.23116E-23 1.11126E-23 1.02777E-23 8.30080E-24
403.120 1.57390E-23 1.42304E-23 1.58774E-23 1.45868E-23 1.41782E-23 1.41852E-23 1.38393E-23 1.23607E-23 1.10472E-23 1.02466E-23 8.29852E-24
403.130 1.59836E-23 1.42319E-23 1.58523E-23 1.45598E-23 1.41765E-23 1.40865E-23 1.38740E-23 1.23981E-23 1.09744E-23 1.01851E-23 8.31200E-24
403.140 1.61938E-23 1.42329E-23 1.58008E-23 1.45556E-23 1.41657E-23 1.40871E-23 1.39020E-23 1.24155E-23 1.08975E-23 1.00729E-23 8.35078E-24
403.150 1.63416E-23 1.42336E-23 1.57243E-23 1.45939E-23 1.41198E-23 1.44236E-23 1.39203E-23 1.24086E-23 1.08223E-23 9.86342E-24 8.42091E-24
403.160 1.64081E-23 1.42344E-23 1.56196E-23 1.46406E-23 1.40424E-23 1.42768E-23 1.39273E-23 1.23786E-23 1.07567E-23 9.61780E-24 8.50992E-24
403.170 1.63866E-23 1.42356E-23 1.56599E-23 1.46407E-23 1.39574E-23 1.40306E-23 1.39234E-23 1.23319E-23 1.07083E-23 9.51260E-24 8.57449E-24
403.180 1.62840E-23 1.42377E-23 1.55912E-23 1.46103E-23 1.39009E-23 1.41688E-23 1.39111E-23 1.22790E-23 1.06832E-23 9.63537E-24 8.57193E-24
403.190 1.61192E-23 1.42412E-23 1.55235E-23 1.45993E-23 1.38989E-23 1.39755E-23 1.38947E-23 1.22317E-23 1.06832E-23 9.85302E-24 8.47940E-24
403.200 1.59184E-23 1.42465E-23 1.54689E-23 1.46451E-23 1.39128E-23 1.40572E-23 1.38801E-23 1.22001E-23 1.07047E-23 9.97275E-24 8.31738E-24
403.210 1.57100E-23 1.42539E-23 1.54340E-23 1.46931E-23 1.39382E-23 1.45523E-23 1.38730E-23 1.21902E-23 1.07390E-23 9.98054E-24 8.16038E-24
403.220 1.55183E-23 1.42636E-23 1.54079E-23 1.47695E-23 1.39532E-23 1.44286E-23 1.38783E-23 1.22021E-23 1.07734E-23 1.00231E-23 8.08287E-24
403.230 1.53587E-23 1.42757E-23 1.53981E-23 1.48261E-23 1.39470E-23 1.39151E-23 1.38983E-23 1.22303E-23 1.07940E-23 1.01811E-23 8.15411E-24
403.240 1.52355E-23 1.42900E-23 1.52779E-23 1.48585E-23 1.39439E-23 1.36939E-23 1.39320E-23 1.22647E-23 1.07892E-23 1.03665E-23 8.36282E-24
403.250 1.51425E-23 1.43061E-23 1.54711E-23 1.49076E-23 1.39776E-23 1.35879E-23 1.39748E-23 1.22935E-23 1.07526E-23 1.04610E-23 8.65031E-24
403.260 1.50663E-23 1.43236E-23 1.55921E-23 1.49331E-23 1.40068E-23 1.37239E-23 1.40191E-23 1.23061E-23 1.06855E-23 1.04659E-23 8.92738E-24
403.270 1.49915E-23 1.43418E-23 1.55495E-23 1.48928E-23 1.40128E-23 1.43137E-23 1.40556E-23 1.22959E-23 1.05969E-23 1.04656E-23 9.10029E-24
403.280 1.49060E-23 1.43598E-23 1.54943E-23 1.48301E-23 1.39975E-23 1.45207E-23 1.40754E-23 1.22615E-23 1.05028E-23 1.04932E-23 9.13193E-24
403.290 1.48055E-23 1.43767E-23 1.56156E-23 1.47757E-23 1.39763E-23 1.39105E-23 1.40715E-23 1.22070E-23 1.04225E-23 1.04893E-23 9.02551E-24
403.300 1.46951E-23 1.43917E-23 1.54244E-23 1.47262E-23 1.39915E-23 1.35271E-23 1.40411E-23 1.21410E-23 1.03749E-23 1.03866E-23 8.82529E-24
403.310 1.45886E-23 1.44037E-23 1.54865E-23 1.45977E-23 1.40178E-23 1.36279E-23 1.39857E-23 1.20742E-23 1.03742E-23 1.01949E-23 8.60579E-24
403.320 1.45043E-23 1.44120E-23 1.54498E-23 1.45149E-23 1.40051E-23 1.38485E-23 1.39115E-23 1.20167E-23 1.04270E-23 9.99346E-24 8.42017E-24
403.330 1.44594E-23 1.44157E-23 1.54190E-23 1.44367E-23 1.40175E-23 1.40516E-23 1.38278E-23 1.19760E-23 1.05301E-23 9.85145E-24 8.31151E-24
403.340 1.44653E-23 1.44144E-23 1.54273E-23 1.43082E-23 1.40844E-23 1.40055E-23 1.37453E-23 1.19553E-23 1.06716E-23 9.77229E-24 8.28411E-24
403.350 1.45225E-23 1.44077E-23 1.54379E-23 1.41271E-23 1.41281E-23 1.37434E-23 1.36736E-23 1.19530E-23 1.08326E-23 9.72255E-24 8.32132E-24
403.360 1.46206E-23 1.43953E-23 1.53601E-23 1.40072E-23 1.41658E-23 1.35736E-23 1.36195E-23 1.19644E-23 1.09908E-23 9.70045E-24 8.39184E-24
403.370 1.47392E-23 1.43776E-23 1.52796E-23 1.39571E-23 1.41886E-23 1.37826E-23 1.35857E-23 1.19823E-23 1.11251E-23 9.73779E-24 8.44627E-24
403.380 1.48533E-23 1.43547E-23 1.53331E-23 1.39348E-23 1.42084E-23 1.39935E-23 1.35703E-23 1.19997E-23 1.12188E-23 9.82430E-24 8.44403E-24
403.390 1.49392E-23 1.43274E-23 1.54017E-23 1.39170E-23 1.42449E-23 1.39613E-23 1.35684E-23 1.20113E-23 1.12626E-23 9.88171E-24 8.35996E-24
403.400 1.49805E-23 1.42964E-23 1.53800E-23 1.38953E-23 1.42671E-23 1.42956E-23 1.35729E-23 1.20144E-23 1.12551E-23 9.86269E-24 8.19431E-24
403.410 1.49722E-23 1.42629E-23 1.51588E-23 1.39011E-23 1.42334E-23 1.45520E-23 1.35770E-23 1.20093E-23 1.12026E-23 9.83862E-24 7.99475E-24
403.420 1.49216E-23 1.42278E-23 1.52334E-23 1.39421E-23 1.41882E-23 1.43029E-23 1.35755E-23 1.19989E-23 1.11170E-23 9.90875E-24 7.81638E-24
403.430 1.48464E-23 1.41925E-23 1.53312E-23 1.39598E-23 1.41413E-23 1.42969E-23 1.35662E-23 1.19876E-23 1.10129E-23 1.00239E-23 7.72501E-24
403.440 1.47691E-23 1.41583E-23 1.52818E-23 1.39413E-23 1.40841E-23 1.42723E-23 1.35497E-23 1.19800E-23 1.09052E-23 9.99334E-24 7.74794E-24
403.450 1.47116E-23 1.41263E-23 1.52897E-23 1.39008E-23 1.40585E-23 1.38908E-23 1.35293E-23 1.19795E-23 1.08069E-23 9.71986E-24 7.87632E-24
403.460 1.46890E-23 1.40979E-23 1.53227E-23 1.38636E-23 1.40869E-23 1.38636E-23 1.35090E-23 1.19884E-23 1.07275E-23 9.36691E-24 8.07702E-24
403.470 1.47062E-23 1.40741E-23 1.52467E-23 1.38443E-23 1.41422E-23 1.40220E-23 1.34927E-23 1.20067E-23 1.06727E-23 9.21582E-24 8.29207E-24
403.480 1.47577E-23 1.40558E-23 1.53359E-23 1.38530E-23 1.42023E-23 1.38683E-23 1.34827E-23 1.20327E-23 1.06448E-23 9.36387E-24 8.47696E-24
403.490 1.48304E-23 1.40438E-23 1.53602E-23 1.38851E-23 1.42495E-23 1.37515E-23 1.34793E-23 1.20632E-23 1.06432E-23 9.62008E-24 8.60729E-24
403.500 1.49081E-23 1.40387E-23 1.53253E-23 1.39153E-23 1.42764E-23 1.37983E-23 1.34807E-23 1.20941E-23 1.06651E-23 9.71352E-24 8.67704E-24
403.510 1.49778E-23 1.40406E-23 1.53190E-23 1.39602E-23 1.42602E-23 1.38211E-23 1.34838E-23 1.21207E-23 1.07065E-23 9.57630E-24 8.70399E-24
403.520 1.50337E-23 1.40496E-23 1.55015E-23 1.39634E-23 1.42622E-23 1.38854E-23 1.34851E-23 1.21384E-23 1.07617E-23 9.40624E-24 8.70199E-24
403.530 1.50795E-23 1.40656E-23 1.54225E-23 1.39797E-23 1.42818E-23 1.38669E-23 1.34818E-23 1.21426E-23 1.08244E-23 9.45881E-24 8.67958E-24
403.540 1.51264E-23 1.40881E-23 1.52769E-23 1.39771E-23 1.42933E-23 1.39968E-23 1.34724E-23 1.21298E-23 1.08869E-23 9.78254E-24 8.64196E-24
403.550 1.51893E-23 1.41165E-23 1.54071E-23 1.39158E-23 1.42878E-23 1.42842E-23 1.34565E-23 1.20978E-23 1.09413E-23 1.01639E-23 8.59063E-24
403.560 1.52808E-23 1.41500E-23 1.56381E-23 1.38187E-23 1.42684E-23 1.40212E-23 1.34351E-23 1.20462E-23 1.09798E-23 1.03444E-23 8.52920E-24
403.570 1.54054E-23 1.41874E-23 1.57152E-23 1.37339E-23 1.42478E-23 1.37532E-23 1.34094E-23 1.19769E-23 1.09955E-23 1.02838E-23 8.46849E-24
403.580 1.55565E-23 1.42278E-23 1.56527E-23 1.36749E-23 1.42431E-23 1.41320E-23 1.33805E-23 1.18946E-23 1.09843E-23 1.01791E-23 8.42143E-24
403.590 1.57157E-23 1.42699E-23 1.55707E-23 1.36241E-23 1.42520E-23 1.46527E-23 1.33488E-23 1.18063E-23 1.09450E-23 1.02236E-23 8.40011E-24
403.600 1.58573E-23 1.43123E-23 1.56631E-23 1.35874E-23 1.42325E-23 1.48998E-23 1.33139E-23 1.17209E-23 1.08808E-23 1.03962E-23 8.41168E-24
403.610 1.59543E-23 1.43538E-23 1.54062E-23 1.35435E-23 1.42049E-23 1.45139E-23 1.32753E-23 1.16480E-23 1.07982E-23 1.05117E-23 8.44725E-24
403.620 1.59866E-23 1.43931E-23 1.54319E-23 1.35898E-23 1.41825E-23 1.38487E-23 1.32328E-23 1.15964E-23 1.07066E-23 1.04285E-23 8.49118E-24
403.630 1.59466E-23 1.44289E-23 1.55574E-23 1.36435E-23 1.41992E-23 1.38328E-23 1.31872E-23 1.15725E-23 1.06168E-23 1.01552E-23 8.51742E-24
403.640 1.58435E-23 1.44601E-23 1.54947E-23 1.36626E-23 1.42146E-23 1.37385E-23 1.31410E-23 1.15792E-23 1.05390E-23 9.79875E-24 8.50492E-24
403.650 1.57018E-23 1.44858E-23 1.55087E-23 1.36827E-23 1.42216E-23 1.36931E-23 1.30981E-23 1.16151E-23 1.04812E-23 9.48714E-24 8.44587E-24
403.660 1.55557E-23 1.45050E-23 1.55636E-23 1.37401E-23 1.42457E-23 1.41151E-23 1.30633E-23 1.16745E-23 1.04475E-23 9.33485E-24 8.34690E-24
403.670 1.54415E-23 1.45171E-23 1.54654E-23 1.38265E-23 1.42908E-23 1.40516E-23 1.30415E-23 1.17481E-23 1.04383E-23 9.39552E-24 8.23780E-24
403.680 1.53877E-23 1.45216E-23 1.53980E-23 1.39048E-23 1.43462E-23 1.37886E-23 1.30361E-23 1.18249E-23 1.04498E-23 9.60335E-24 8.14754E-24
403.690 1.54078E-23 1.45183E-23 1.55963E-23 1.39610E-23 1.44120E-23 1.39040E-23 1.30488E-23 1.18936E-23 1.04750E-23 9.80104E-24 8.09315E-24
403.700 1.54970E-23 1.45071E-23 1.54400E-23 1.40461E-23 1.44405E-23 1.38863E-23 1.30782E-23 1.19450E-23 1.05058E-23 9.86694E-24 8.06624E-24
403.710 1.56326E-23 1.44881E-23 1.55225E-23 1.41472E-23 1.44106E-23 1.37754E-23 1.31201E-23 1.19727E-23 1.05339E-23 9.80938E-24 8.03637E-24
403.720 1.57806E-23 1.44619E-23 1.55677E-23 1.42166E-23 1.43885E-23 1.38552E-23 1.31680E-23 1.19748E-23 1.05524E-23 9.73159E-24 7.97880E-24
403.730 1.59042E-23 1.44290E-23 1.54474E-23 1.42511E-23 1.44116E-23 1.38128E-23 1.32143E-23 1.19533E-23 1.05574E-23 9.72515E-24 7.88992E-24
403.740 1.59735E-23 1.43902E-23 1.56277E-23 1.42475E-23 1.44235E-23 1.38595E-23 1.32514E-23 1.19138E-23 1.05477E-23 9.79691E-24 7.81054E-24
403.750 1.59732E-23 1.43465E-23 1.57188E-23 1.42655E-23 1.44268E-23 1.40666E-23 1.32728E-23 1.18641E-23 1.05256E-23 9.86804E-24 7.79081E-24
403.760 1.59061E-23 1.42989E-23 1.55863E-23 1.42764E-23 1.44464E-23 1.37396E-23 1.32742E-23 1.18131E-23 1.04957E-23 9.84116E-24 7.87752E-24
