x, y
302.10331721025403, 0
303.726931285615, 0.8759102238799227
304.46493870724265, 3.3576577145068565
304.7601484325535, 5.54743884310806
304.9077476646591, 10.510944962164702
305.0553468967647, 14.014596995487208
305.20294612887034, 16.788321985942627
305.49815585418116, 19.99999651943663
305.7933543183924, 29.489048076708553
306.23616327580885, 38.83211645296761
307.41696839375334, 51.53284811263493
308.154975815381, 55.18248332697028
308.8929832370087, 58.83211854130563
309.778589890742, 62.33576500572675
310.5165973123697, 65.83941703904924
310.9594062697861, 67.8832094177362
311.54981445930815, 70.21897929625166
312.1402226488302, 72.55474360586574
313.7638367241912, 72.84671553679284
314.3542449137133, 68.90510839153038
314.50184414581884, 63.35766397952092
314.7970426100301, 58.68612979139139
314.9446418421357, 46.861313924505396
315.0922523353409, 38.394161341027655
315.2398515674465, 31.38686284328405
315.53505003165776, 21.89781128601212
315.6826492637634, 14.306563357512918
316.1254582211798, 8.02919747153779
316.27305745328545, 5.109489300069497
316.7158664107019, 2.627730671639789
317.30627460022396, 1.0218934048927772
318.78228944347927, 0.14598318101285462
320.25830428673464, 0
