x, y
200, 0.022764566266069333
205.04731861198738, 0.025194460154393906
210.09463722397476, 0.029834208378907524
214.6372239747634, 0.04183439012527282
219.93690851735016, 0.09416702673838728
224.98422712933754, 0.16729810732405748
230.03154574132492, 0.25963045118475475
234.82649842271292, 0.3402598974047215
239.87381703470032, 0.4167754419626794
245.17350157728706, 0.5104973296826039
249.96845425867508, 0.6252948167622723
255.01577287066246, 0.7158341249285763
260.56782334384854, 0.8194830353232777
264.85804416403784, 0.8768064825288912
269.90536277602524, 0.9381397474584761
274.70031545741324, 1.0037633198411637
280, 1.0382769524506674
285.0473186119874, 1.0037633198411637
289.8422712933754, 0.9703969638162884
295.1419558359621, 0.9381397474584761
299.93690851735016, 0.8768064825288912
304.98422712933757, 0.8194830353232777
310.0315457413249, 0.7922423878793475
315.07886435331227, 0.7158341249285763
320.1261829652997, 0.6467950998985136
324.9211356466877, 0.5649879062612866
330.22082018927443, 0.49352775596413573
335.01577287066243, 0.43110594617640147
339.8107255520505, 0.3402598974047215
344.85804416403784, 0.268557645304428
349.9053627760252, 0.19810730472953997
354.9526813880126, 0.13204372924792668
360.25236593059935, 0.07952238493766665
365.0473186119874, 0.053003761169705656
370.09463722397476, 0.026060752361306862
374.88958990536275, 0.009777145354327306
379.93690851735016, 0.0036680664454481764
384.98422712933757, 0.0015753965345666073
390.0315457413249, 0.0005162825409522496
394.8264984227129, 0.00017501161971535204
399.62145110410097, 0.00004843451725861638
404.9211356466877, 1.1797178218357455e-7
